152,53,53,53,53,53,53,53,53,53,53,53,53,53,53
153,67,67,67,67,67,67,67,67,67,67,67,67,67,67
154,95,95,95,95,95,95,95,95,95,95,95,95,95,95
155,132,132,132,132,132,132,132,132,132,132,132,132,132,132
156,131,131,131,131,131,131,131,131,131,131,131,131,131,131
157,92,92,92,92,92,92,92,92,92,92,92,92,92,92
158,63,63,63,63,63,63,63,63,63,63,63,63,63,63
159,60,60,60,60,60,60,60,60,60,60,60,60,60,60
160,216,216,216,216,216,216,216,216,216,216,216,216,216,216
161,122,122,122,122,122,122,122,122,122,122,122,122,122,122
162,79,79,79,79,79,79,79,79,79,79,79,79,79,79
163,84,84,84,84,84,84,84,84,84,84,84,84,84,84
164,188,188,188,188,188,188,188,188,188,188,188,188,188,188
165,100,100,100,100,100,100,100,100,100,100,100,100,100,100
166,67,67,67,67,67,67,67,67,67,67,67,67,67,67
167,148,148,148,148,148,148,148,148,148,148,148,148,148,148
168,105,105,105,105,105,105,105,105,105,105,105,105,105,105
169,110,110,110,110,110,110,110,110,110,110,110,110,110,110
170,64,64,64,64,64,64,64,64,64,64,64,64,64,64
171,245,245,245,245,245,245,245,245,245,245,245,245,245,245
172,186,186,186,186,186,186,186,186,186,186,186,186,186,186
173,173,173,173,173,173,173,173,173,173,173,173,173,173,173
174,194,194,194,194,194,194,194,194,194,194,194,194,194,194
175,105,105,105,105,105,105,105,105,105,105,105,105,105,105
176,81,81,81,81,81,81,81,81,81,81,81,81,81,81
177,116,116,116,116,116,116,116,116,116,116,116,116,116,116
178,77,77,77,77,77,77,77,77,77,77,77,77,77,77
179,62,62,62,62,62,62,62,62,62,62,62,62,62,62
180,266,266,266,266,266,266,266,266,266,266,266,266,266,266
181,75,75,75,75,75,75,75,75,75,75,75,75,75,75
182,43,43,43,43,43,43,43,43,43,43,43,43,43,43
183,171,171,171,171,171,171,171,171,171,171,171,171,171,171
184,82,82,82,82,82,82,82,82,82,82,82,82,82,82
185,108,108,108,108,108,108,108,108,108,108,108,108,108,108
186,153,153,153,153,153,153,153,153,153,153,153,153,153,153
187,77,77,77,77,77,77,77,77,77,77,77,77,77,77
188,87,87,87,87,87,87,87,87,87,87,87,87,87,87
189,456,456,456,456,456,456,456,456,456,456,456,456,456,456
190,43,43,43,43,43,43,43,43,43,43,43,43,43,43
191,62,62,62,62,62,62,62,62,62,62,62,62,62,62
192,45,45,45,45,45,45,45,45,45,45,45,45,45,45
193,144,144,144,144,144,144,144,144,144,144,144,144,144,144
194,36,36,36,36,36,36,36,36,36,36,36,36,36,36
195,64,64,64,64,64,64,64,64,64,64,64,64,64,64
196,71,71,71,71,71,71,71,71,71,71,71,71,71,71
197,52,52,52,52,52,52,52,52,52,52,52,52,52,52
198,105,105,105,105,105,105,105,105,105,105,105,105,105,105
199,167,167,167,167,167,167,167,167,167,167,167,167,167,167
200,209,209,209,209,209,209,209,209,209,209,209,209,209,209
201,44,44,44,44,44,44,44,44,44,44,44,44,44,44
202,154,154,154,154,154,154,154,154,154,154,154,154,154,154
203,455,455,455,455,455,455,455,455,455,455,455,455,455,455
204,89,89,89,89,89,89,89,89,89,89,89,89,89,89
205,104,104,104,104,104,104,104,104,104,104,104,104,104,104
206,61,61,61,61,61,61,61,61,61,61,61,61,61,61
207,82,82,82,82,82,82,82,82,82,82,82,82,82,82
208,114,114,114,114,114,114,114,114,114,114,114,114,114,114
209,68,68,68,68,68,68,68,68,68,68,68,68,68,68
210,102,102,102,102,102,102,102,102,102,102,102,102,102,102
211,101,101,101,101,101,101,101,101,101,101,101,101,101,101
212,56,56,56,56,56,56,56,56,56,56,56,56,56,56
213,72,72,72,72,72,72,72,72,72,72,72,72,72,72
214,46,46,46,46,46,46,46,46,46,46,46,46,46,46
215,169,169,169,169,169,169,169,169,169,169,169,169,169,169
216,43,43,43,43,43,43,43,43,43,43,43,43,43,43
217,409,409,409,409,409,409,409,409,409,409,409,409,409,409
218,39,39,39,39,39,39,39,39,39,39,39,39,39,39
219,54,54,54,54,54,54,54,54,54,54,54,54,54,54
220,84,84,84,84,84,84,84,84,84,84,84,84,84,84
221,125,125,125,125,125,125,125,125,125,125,125,125,125,125
222,29,29,29,29,29,29,29,29,29,29,29,29,29,29
223,76,76,76,76,76,76,76,76,76,76,76,76,76,76
224,53,53,53,53,53,53,53,53,53,53,53,53,53,53
225,80,80,80,80,80,80,80,80,80,80,80,80,80,80
226,187,187,187,187,187,187,187,187,187,187,187,187,187,187
227,61,61,61,61,61,61,61,61,61,61,61,61,61,61
228,57,57,57,57,57,57,57,57,57,57,57,57,57,57
229,85,85,85,85,85,85,85,85,85,85,85,85,85,85
230,70,70,70,70,70,70,70,70,70,70,70,70,70,70
231,71,71,71,71,71,71,71,71,71,71,71,71,71,71
232,66,66,66,66,66,66,66,66,66,66,66,66,66,66
233,315,315,315,315,315,315,315,315,315,315,315,315,315,315
234,159,159,159,159,159,159,159,159,159,159,159,159,159,159
235,137,137,137,137,137,137,137,137,137,137,137,137,137,137
236,45,45,45,45,45,45,45,45,45,45,45,45,45,45
237,65,65,65,65,65,65,65,65,65,65,65,65,65,65
238,66,66,66,66,66,66,66,66,66,66,66,66,66,66
239,86,86,86,86,86,86,86,86,86,86,86,86,86,86
240,292,292,292,292,292,292,292,292,292,292,292,292,292,292
241,93,93,93,93,93,93,93,93,93,93,93,93,93,93
242,71,71,71,71,71,71,71,71,71,71,71,71,71,71
243,260,260,260,260,260,260,260,260,260,260,260,260,260,260
244,193,193,193,193,193,193,193,193,193,193,193,193,193,193
245,160,160,160,160,160,160,160,160,160,160,160,160,160,160
246,39,39,39,39,39,39,39,39,39,39,39,39,39,39
247,163,163,163,163,163,163,163,163,163,163,163,163,163,163
248,64,64,64,64,64,64,64,64,64,64,64,64,64,64
249,124,124,124,124,124,124,124,124,124,124,124,124,124,124
250,64,64,64,64,64,64,64,64,64,64,64,64,64,64
251,86,86,86,86,86,86,86,86,86,86,86,86,86,86
252,162,162,162,162,162,162,162,162,162,162,162,162,162,162
253,88,88,88,88,88,88,88,88,88,88,88,88,88,88
254,140,140,140,140,140,140,140,140,140,140,140,140,140,140
255,79,79,79,79,79,79,79,79,79,79,79,79,79,79
256,213,213,213,213,213,213,213,213,213,213,213,213,213,213
257,83,83,83,83,83,83,83,83,83,83,83,83,83,83
258,71,71,71,71,71,71,71,71,71,71,71,71,71,71
259,69,69,69,69,69,69,69,69,69,69,69,69,69,69
260,66,66,66,66,66,66,66,66,66,66,66,66,66,66
261,111,111,111,111,111,111,111,111,111,111,111,111,111,111
262,123,123,123,123,123,123,123,123,123,123,123,123,123,123
263,109,109,109,109,109,109,109,109,109,109,109,109,109,109
264,99,99,99,99,99,99,99,99,99,99,99,99,99,99
265,124,124,124,124,124,124,124,124,124,124,124,124,124,124
266,45,45,45,45,45,45,45,45,45,45,45,45,45,45
267,97,97,97,97,97,97,97,97,97,97,97,97,97,97
268,85,85,85,85,85,85,85,85,85,85,85,85,85,85
269,91,91,91,91,91,91,91,91,91,91,91,91,91,91
270,88,88,88,88,88,88,88,88,88,88,88,88,88,88
271,56,56,56,56,56,56,56,56,56,56,56,56,56,56
272,545,545,545,545,545,545,545,545,545,545,545,545,545,545
273,127,127,127,127,127,127,127,127,127,127,127,127,127,127
274,50,50,50,50,50,50,50,50,50,50,50,50,50,50
275,617,617,617,617,617,617,617,617,617,617,617,617,617,617
276,141,141,141,141,141,141,141,141,141,141,141,141,141,141
277,44,44,44,44,44,44,44,44,44,44,44,44,44,44
278,309,309,309,309,309,309,309,309,309,309,309,309,309,309
279,477,477,477,477,477,477,477,477,477,477,477,477,477,477
280,72,72,72,72,72,72,72,72,72,72,72,72,72,72
281,168,168,168,168,168,168,168,168,168,168,168,168,168,168
282,210,210,210,210,210,210,210,210,210,210,210,210,210,210
283,61,61,61,61,61,61,61,61,61,61,61,61,61,61
284,31,31,31,31,31,31,31,31,31,31,31,31,31,31
285,271,271,271,271,271,271,271,271,271,271,271,271,271,271
286,396,396,396,396,396,396,396,396,396,396,396,396,396,396
287,222,222,222,222,222,222,222,222,222,222,222,222,222,222
288,85,85,85,85,85,85,85,85,85,85,85,85,85,85
289,57,57,57,57,57,57,57,57,57,57,57,57,57,57
290,62,62,62,62,62,62,62,62,62,62,62,62,62,62
291,105,105,105,105,105,105,105,105,105,105,105,105,105,105
292,131,131,131,131,131,131,131,131,131,131,131,131,131,131
293,194,194,194,194,194,194,194,194,194,194,194,194,194,194
294,131,131,131,131,131,131,131,131,131,131,131,131,131,131
295,61,61,61,61,61,61,61,61,61,61,61,61,61,61
296,415,415,415,415,415,415,415,415,415,415,415,415,415,415
297,283,283,283,283,283,283,283,283,283,283,283,283,283,283
298,462,462,462,462,462,462,462,462,462,462,462,462,462,462
299,193,193,193,193,193,193,193,193,193,193,193,193,193,193
300,55,55,55,55,55,55,55,55,55,55,55,55,55,55
301,76,76,76,76,76,76,76,76,76,76,76,76,76,76
302,122,122,122,122,122,122,122,122,122,122,122,122,122,122
303,57,57,57,57,57,57,57,57,57,57,57,57,57,57
304,222,222,222,222,222,222,222,222,222,222,222,222,222,222
305,117,117,117,117,117,117,117,117,117,117,117,117,117,117
306,308,308,308,308,308,308,308,308,308,308,308,308,308,308
307,78,78,78,78,78,78,78,78,78,78,78,78,78,78
308,77,77,77,77,77,77,77,77,77,77,77,77,77,77
309,146,146,146,146,146,146,146,146,146,146,146,146,146,146
310,165,165,165,165,165,165,165,165,165,165,165,165,165,165
311,68,68,68,68,68,68,68,68,68,68,68,68,68,68
312,109,109,109,109,109,109,109,109,109,109,109,109,109,109
313,350,350,350,350,350,350,350,350,350,350,350,350,350,350
314,142,142,142,142,142,142,142,142,142,142,142,142,142,142
315,166,166,166,166,166,166,166,166,166,166,166,166,166,166
316,107,107,107,107,107,107,107,107,107,107,107,107,107,107
317,64,64,64,64,64,64,64,64,64,64,64,64,64,64
318,150,150,150,150,150,150,150,150,150,150,150,150,150,150
319,194,194,194,194,194,194,194,194,194,194,194,194,194,194
320,258,258,258,258,258,258,258,258,258,258,258,258,258,258
321,122,122,122,122,122,122,122,122,122,122,122,122,122,122
322,70,70,70,70,70,70,70,70,70,70,70,70,70,70
323,190,190,190,190,190,190,190,190,190,190,190,190,190,190
324,99,99,99,99,99,99,99,99,99,99,99,99,99,99
325,69,69,69,69,69,69,69,69,69,69,69,69,69,69
326,80,80,80,80,80,80,80,80,80,80,80,80,80,80
327,65,65,65,65,65,65,65,65,65,65,65,65,65,65
328,154,154,154,154,154,154,154,154,154,154,154,154,154,154
329,72,72,72,72,72,72,72,72,72,72,72,72,72,72
330,56,56,56,56,56,56,56,56,56,56,56,56,56,56
331,232,232,232,232,232,232,232,232,232,232,232,232,232,232
332,112,112,112,112,112,112,112,112,112,112,112,112,112,112
333,87,87,87,87,87,87,87,87,87,87,87,87,87,87
334,150,150,150,150,150,150,150,150,150,150,150,150,150,150
335,139,139,139,139,139,139,139,139,139,139,139,139,139,139
336,255,255,255,255,255,255,255,255,255,255,255,255,255,255
337,90,90,90,90,90,90,90,90,90,90,90,90,90,90
338,484,484,484,484,484,484,484,484,484,484,484,484,484,484
339,102,102,102,102,102,102,102,102,102,102,102,102,102,102
340,66,66,66,66,66,66,66,66,66,66,66,66,66,66
341,178,178,178,178,178,178,178,178,178,178,178,178,178,178
342,113,113,113,113,113,113,113,113,113,113,113,113,113,113
343,111,111,111,111,111,111,111,111,111,111,111,111,111,111
344,142,142,142,142,142,142,142,142,142,142,142,142,142,142
345,102,102,102,102,102,102,102,102,102,102,102,102,102,102
346,225,225,225,225,225,225,225,225,225,225,225,225,225,225
347,51,51,51,51,51,51,51,51,51,51,51,51,51,51
348,310,310,310,310,310,310,310,310,310,310,310,310,310,310
349,102,102,102,102,102,102,102,102,102,102,102,102,102,102
350,199,199,199,199,199,199,199,199,199,199,199,199,199,199
351,100,100,100,100,100,100,100,100,100,100,100,100,100,100
352,76,76,76,76,76,76,76,76,76,76,76,76,76,76
353,55,55,55,55,55,55,55,55,55,55,55,55,55,55
354,71,71,71,71,71,71,71,71,71,71,71,71,71,71
355,55,55,55,55,55,55,55,55,55,55,55,55,55,55
356,134,134,134,134,134,134,134,134,134,134,134,134,134,134
357,51,51,51,51,51,51,51,51,51,51,51,51,51,51
358,141,141,141,141,141,141,141,141,141,141,141,141,141,141
359,157,157,157,157,157,157,157,157,157,157,157,157,157,157
360,138,138,138,138,138,138,138,138,138,138,138,138,138,138
361,190,190,190,190,190,190,190,190,190,190,190,190,190,190
362,136,136,136,136,136,136,136,136,136,136,136,136,136,136
363,61,61,61,61,61,61,61,61,61,61,61,61,61,61
364,120,120,120,120,120,120,120,120,120,120,120,120,120,120
365,68,68,68,68,68,68,68,68,68,68,68,68,68,68
366,68,68,68,68,68,68,68,68,68,68,68,68,68,68
367,79,79,79,79,79,79,79,79,79,79,79,79,79,79
368,244,244,244,244,244,244,244,244,244,244,244,244,244,244
369,126,126,126,126,126,126,126,126,126,126,126,126,126,126
370,239,239,239,239,239,239,239,239,239,239,239,239,239,239
371,240,240,240,240,240,240,240,240,240,240,240,240,240,240
372,55,55,55,55,55,55,55,55,55,55,55,55,55,55
373,54,54,54,54,54,54,54,54,54,54,54,54,54,54
374,62,62,62,62,62,62,62,62,62,62,62,62,62,62
375,48,48,48,48,48,48,48,48,48,48,48,48,48,48
376,38,38,38,38,38,38,38,38,38,38,38,38,38,38
377,108,108,108,108,108,108,108,108,108,108,108,108,108,108
378,158,158,158,158,158,158,158,158,158,158,158,158,158,158
379,48,48,48,48,48,48,48,48,48,48,48,48,48,48
380,218,218,218,218,218,218,218,218,218,218,218,218,218,218
381,37,37,37,37,37,37,37,37,37,37,37,37,37,37
382,57,57,57,57,57,57,57,57,57,57,57,57,57,57
383,86,86,86,86,86,86,86,86,86,86,86,86,86,86
384,66,66,66,66,66,66,66,66,66,66,66,66,66,66
385,44,44,44,44,44,44,44,44,44,44,44,44,44,44
386,186,186,186,186,186,186,186,186,186,186,186,186,186,186
387,76,76,76,76,76,76,76,76,76,76,76,76,76,76
388,98,98,98,98,98,98,98,98,98,98,98,98,98,98
389,105,105,105,105,105,105,105,105,105,105,105,105,105,105
390,72,72,72,72,72,72,72,72,72,72,72,72,72,72
391,244,244,244,244,244,244,244,244,244,244,244,244,244,244
392,239,239,239,239,239,239,239,239,239,239,239,239,239,239
393,460,460,460,460,460,460,460,460,460,460,460,460,460,460
394,166,166,166,166,166,166,166,166,166,166,166,166,166,166
395,220,220,220,220,220,220,220,220,220,220,220,220,220,220
396,94,94,94,94,94,94,94,94,94,94,94,94,94,94
397,132,132,132,132,132,132,132,132,132,132,132,132,132,132
398,119,119,119,119,119,119,119,119,119,119,119,119,119,119
399,112,112,112,112,112,112,112,112,112,112,112,112,112,112
400,74,74,74,74,74,74,74,74,74,74,74,74,74,74
401,91,91,91,91,91,91,91,91,91,91,91,91,91,91
402,206,206,206,206,206,206,206,206,206,206,206,206,206,206
403,96,96,96,96,96,96,96,96,96,96,96,96,96,96
404,190,190,190,190,190,190,190,190,190,190,190,190,190,190
405,124,124,124,124,124,124,124,124,124,124,124,124,124,124
406,187,187,187,187,187,187,187,187,187,187,187,187,187,187
407,194,194,194,194,194,194,194,194,194,194,194,194,194,194
408,332,332,332,332,332,332,332,332,332,332,332,332,332,332
409,91,91,91,91,91,91,91,91,91,91,91,91,91,91
410,92,92,92,92,92,92,92,92,92,92,92,92,92,92
411,22,22,22,22,22,22,22,22,22,22,22,22,22,22
412,71,71,71,71,71,71,71,71,71,71,71,71,71,71
413,193,193,193,193,193,193,193,193,193,193,193,193,193,193
414,448,448,448,448,448,448,448,448,448,448,448,448,448,448
415,64,64,64,64,64,64,64,64,64,64,64,64,64,64
416,53,53,53,53,53,53,53,53,53,53,53,53,53,53
417,31,31,31,31,31,31,31,31,31,31,31,31,31,31
418,143,143,143,143,143,143,143,143,143,143,143,143,143,143
419,45,45,45,45,45,45,45,45,45,45,45,45,45,45
420,84,84,84,84,84,84,84,84,84,84,84,84,84,84
421,51,51,51,51,51,51,51,51,51,51,51,51,51,51
422,74,74,74,74,74,74,74,74,74,74,74,74,74,74
423,100,100,100,100,100,100,100,100,100,100,100,100,100,100
424,81,81,81,81,81,81,81,81,81,81,81,81,81,81
425,109,109,109,109,109,109,109,109,109,109,109,109,109,109
426,180,180,180,180,180,180,180,180,180,180,180,180,180,180
427,111,111,111,111,111,111,111,111,111,111,111,111,111,111
428,181,181,181,181,181,181,181,181,181,181,181,181,181,181
429,40,40,40,40,40,40,40,40,40,40,40,40,40,40
430,94,94,94,94,94,94,94,94,94,94,94,94,94,94
431,72,72,72,72,72,72,72,72,72,72,72,72,72,72
432,54,54,54,54,54,54,54,54,54,54,54,54,54,54
433,85,85,85,85,85,85,85,85,85,85,85,85,85,85
434,40,40,40,40,40,40,40,40,40,40,40,40,40,40
435,465,465,465,465,465,465,465,465,465,465,465,465,465,465
436,465,465,465,465,465,465,465,465,465,465,465,465,465,465
437,54,54,54,54,54,54,54,54,54,54,54,54,54,54
438,76,76,76,76,76,76,76,76,76,76,76,76,76,76
439,137,137,137,137,137,137,137,137,137,137,137,137,137,137
440,76,76,76,76,76,76,76,76,76,76,76,76,76,76
441,213,213,213,213,213,213,213,213,213,213,213,213,213,213
442,99,99,99,99,99,99,99,99,99,99,99,99,99,99
443,66,66,66,66,66,66,66,66,66,66,66,66,66,66
444,78,78,78,78,78,78,78,78,78,78,78,78,78,78
445,212,212,212,212,212,212,212,212,212,212,212,212,212,212
446,39,39,39,39,39,39,39,39,39,39,39,39,39,39
447,173,173,173,173,173,173,173,173,173,173,173,173,173,173
448,124,124,124,124,124,124,124,124,124,124,124,124,124,124
449,35,35,35,35,35,35,35,35,35,35,35,35,35,35
450,61,61,61,61,61,61,61,61,61,61,61,61,61,61
451,141,141,141,141,141,141,141,141,141,141,141,141,141,141
452,238,238,238,238,238,238,238,238,238,238,238,238,238,238
453,62,62,62,62,62,62,62,62,62,62,62,62,62,62
454,62,62,62,62,62,62,62,62,62,62,62,62,62,62
455,131,131,131,131,131,131,131,131,131,131,131,131,131,131
456,66,66,66,66,66,66,66,66,66,66,66,66,66,66
457,61,61,61,61,61,61,61,61,61,61,61,61,61,61
458,125,125,125,125,125,125,125,125,125,125,125,125,125,125
459,19,19,19,19,19,19,19,19,19,19,19,19,19,19
460,177,177,177,177,177,177,177,177,177,177,177,177,177,177
461,56,56,56,56,56,56,56,56,56,56,56,56,56,56
462,79,79,79,79,79,79,79,79,79,79,79,79,79,79
463,157,157,157,157,157,157,157,157,157,157,157,157,157,157
464,94,94,94,94,94,94,94,94,94,94,94,94,94,94
465,448,448,448,448,448,448,448,448,448,448,448,448,448,448
466,73,73,73,73,73,73,73,73,73,73,73,73,73,73
